"","Dp","Hs","Tp","Ta","Temp","lag","season"
"117798","82","1.74","11.11","5.2","25.0","100","3"
"117799","94","1.95","6.67","5.42","25.0","82","3"
"117800","68","1.99","5.88","5.28","25.0","94","3"
"117801","102","2.05","7.14","5.4","25.0","68","3"
"117802","104","2.07","6.67","5.37","25.0","102","3"
"117803","117","2.07","11.11","5.34","25.0","104","3"
"117804","97","2.35","7.14","5.56","25.0","117","3"
"117805","89","2.41","6.67","5.69","25.0","97","3"
"117806","89","2.43","7.14","5.7","25.0","89","3"
"117807","87","2.54","7.14","5.61","24.9","89","3"
"117808","76","2.62","7.14","5.81","25.0","87","3"
"117809","69","2.64","6.67","5.8","24.9","76","3"
"117810","82","2.45","7.69","5.62","24.9","69","3"
"117811","82","2.6","7.69","5.82","24.8","82","3"
"117812","71","2.6","7.69","5.96","24.6","82","3"
"117813","69","2.72","8.33","5.96","24.6","71","3"
"117814","78","2.81","8.33","6.04","24.6","69","3"
"117815","73","2.65","7.69","5.94","24.5","78","3"
"117816","83","2.69","8.33","6.1","24.5","73","3"
"117817","82","2.71","7.69","6.07","24.4","83","3"
"117818","79","2.55","8.33","5.83","24.2","82","3"
"117819","73","2.72","8.33","6.11","24.2","79","3"
"117820","80","2.85","9.09","6.22","24.2","73","3"
"117821","79","3.05","8.33","6.49","24.3","80","3"
"117822","75","2.87","8.33","6.17","24.3","79","3"
"117823","79","3.08","9.09","6.35","24.2","75","3"
"117824","79","2.79","9.09","6.29","24.3","79","3"
"117825","76","2.93","9.09","6.34","24.3","79","3"
"117826","80","2.88","9.09","6.34","24.3","76","3"
"117827","76","2.99","9.09","6.39","24.3","80","3"
"117828","78","3.16","9.09","6.41","24.3","76","3"
"117829","78","3.19","9.09","6.55","24.4","78","3"
"117830","73","3.06","9.09","6.31","24.4","78","3"
"117831","71","3.17","9.09","6.52","24.4","73","3"
"117832","68","3.13","8.33","6.33","24.4","71","3"
"117833","69","2.79","8.33","6.03","24.4","68","3"
"117834","64","2.91","9.09","6.23","24.4","69","3"
"117835","68","2.79","9.09","6.1","24.4","64","3"
"117836","80","2.93","9.09","6.17","24.4","68","3"
"117837","68","3.1","8.33","6.36","24.4","80","3"
"117838","69","3.17","9.09","6.59","24.2","68","3"
"117839","59","2.9","9.88","6.27","24.2","69","3"
"117840","72","3.01","9.09","6.26","24.2","59","3"
"117841","69","3.04","9.09","6.4","24.2","72","3"
"117842","61","2.93","8.33","6.22","24.2","69","3"
"117843","73","3.01","9.88","6.3","24.2","61","3"
"117844","71","3.07","9.88","6.4","24.2","73","3"
"117845","65","3.31","9.09","6.47","24.2","71","3"
"117846","78","3.32","9.88","6.65","24.2","65","3"
"117847","68","3.22","9.09","6.61","24.2","78","3"
"117848","68","3.37","9.88","6.79","24.2","68","3"
"117849","80","3.44","9.88","6.82","24.2","68","3"
"117850","71","3.66","9.88","6.99","24.2","80","3"
"117851","71","3.57","9.88","6.98","24.2","71","3"
"117852","61","3.81","10.53","7.17","24.2","71","3"
"117853","71","3.52","10.53","6.98","24.2","61","3"
"117854","79","3.56","10.53","7.24","24.2","71","3"
"117855","65","3.98","10.53","7.38","24.2","79","3"
"117856","64","3.68","10.53","7.0","24.2","65","3"
"117857","72","3.88","10.53","7.5","24.2","64","3"
"117858","66","3.74","9.88","7.05","24.1","72","3"
"117859","68","4.06","10.53","7.52","24.1","66","3"
"117860","64","3.85","10.53","7.16","24.1","68","3"
"117861","66","4.07","11.11","7.33","24.0","64","3"
"117862","66","3.87","10.53","7.13","23.9","66","3"
"117863","62","4.1","10.53","7.36","23.9","66","3"
"117864","68","3.62","11.11","7.05","23.9","62","3"
"117865","69","3.84","11.11","7.26","23.9","68","3"
"117866","73","3.36","11.11","6.9","23.9","69","3"
"117867","69","3.77","11.11","7.54","23.8","73","3"
"117868","79","3.6","11.11","7.35","23.9","69","3"
"117869","64","3.73","11.11","7.72","23.9","79","3"
"117870","64","3.72","11.11","7.56","23.8","64","3"
"117871","64","3.74","10.53","7.26","23.8","64","3"
"117872","61","3.85","11.11","7.45","23.9","64","3"
"117873","64","3.41","11.11","7.18","23.9","61","3"
"117874","61","3.62","9.88","7.3","24.0","64","3"
"117875","68","3.68","11.76","7.56","24.0","61","3"
"117876","75","3.16","12.5","6.94","24.0","68","3"
"117877","66","3.17","11.11","6.99","24.0","75","3"
"117878","66","3.21","11.11","7.22","24.0","66","3"
"117879","69","3.53","11.76","7.61","24.0","66","3"
"117880","64","3.46","11.11","7.58","23.9","69","3"
"117881","62","2.89","10.53","7.1","23.8","64","3"
"117882","65","3.26","11.11","7.91","23.8","62","3"
"117883","66","3.32","11.11","7.65","23.7","65","3"
"117884","71","3.23","11.76","7.69","23.6","66","3"
"117885","73","3.12","13.33","7.55","23.5","71","3"
"117886","65","3.4","11.76","7.94","23.5","73","3"
"117887","75","3.19","11.11","7.65","23.5","65","3"
"117888","72","3.39","11.76","7.83","23.5","75","3"
"117889","72","3.15","11.76","7.05","23.5","72","3"
"117890","69","3.19","11.76","7.25","23.5","72","3"
"117891","68","3.35","12.5","7.48","23.2","69","3"
"117892","69","3.19","11.76","7.45","23.2","68","3"
"117893","73","3.2","12.5","7.15","23.1","69","3"
"117894","64","2.93","11.76","7.03","23.1","73","3"
"117895","55","3.23","10.53","7.38","23.1","64","3"
"117896","75","3.14","11.76","6.84","23.0","55","3"
"117897","65","3.19","11.76","6.95","23.0","75","3"
"117898","72","3.07","11.76","6.97","23.0","65","3"
"117899","71","3.13","11.76","7.1","22.9","72","3"
"117900","72","3.3","11.76","7.15","22.9","71","3"
"117901","68","2.95","11.76","6.91","22.9","72","3"
"117902","73","3.16","11.76","7.2","22.9","68","3"
"117903","64","3.06","11.76","6.89","22.9","73","3"
"117904","69","3.02","11.76","7.12","22.9","64","3"
"117905","85","2.93","13.33","7.16","22.9","69","3"
"117906","85","3.12","13.33","7.34","22.9","85","3"
"117907","73","2.89","12.5","7.4","22.9","85","3"
"117908","69","2.99","11.76","7.73","22.9","73","3"
"117909","62","2.76","11.11","7.4","22.8","69","3"
"117910","68","2.97","12.5","7.7","22.8","62","3"
"117911","79","2.74","11.76","7.36","22.7","68","3"
"117912","69","2.97","12.5","8.12","22.7","79","3"
"117913","72","2.63","11.76","7.62","22.7","69","3"
"117914","71","2.96","11.76","8.4","22.7","72","3"
"117915","68","2.64","13.33","7.91","22.7","71","3"
"117916","61","2.73","11.76","8.1","22.7","68","3"
"117917","65","2.61","13.33","8.09","22.7","61","3"
"117918","73","2.76","13.33","8.42","22.7","65","3"
"117919","71","2.63","11.76","8.36","22.8","73","3"
"117920","66","2.82","12.5","9.0","22.8","71","3"
"117921","79","2.79","13.33","9.01","22.9","66","3"
"117922","64","2.65","12.5","8.69","22.9","79","3"
"117923","68","2.64","13.33","8.84","22.9","64","3"
"117924","72","2.66","13.33","9.25","23.0","68","3"
"117925","69","2.44","11.76","8.51","23.0","72","3"
"117926","72","2.47","12.5","8.55","23.0","69","3"
"117927","71","2.28","13.33","8.28","23.0","72","3"
"117928","61","2.34","11.11","8.46","23.0","71","3"
"117929","64","2.14","14.29","8.12","23.0","61","3"
"117930","62","2.13","13.33","8.31","23.0","64","3"
"117931","49","2.38","11.76","8.96","23.1","62","3"
"117932","62","2.36","11.76","8.91","23.2","49","3"
"117933","76","2.41","13.33","9.03","23.3","62","3"
"117934","61","2.47","12.5","9.0","23.4","76","3"
"117935","51","2.5","12.5","9.19","23.4","61","3"
"117936","65","2.46","12.5","9.63","23.5","51","3"
"117937","64","2.3","13.33","9.13","23.5","65","3"
"117938","62","2.38","11.76","8.89","23.5","64","3"
"117939","72","2.34","15.38","9.25","23.5","62","3"
"117940","71","2.4","15.38","9.35","23.6","72","3"
"117941","68","2.63","13.33","10.01","23.6","71","3"
"117942","65","2.37","14.29","9.5","23.6","68","3"
"117943","66","2.19","14.29","9.24","23.6","65","3"
"117944","58","2.32","12.5","9.51","23.6","66","3"
"117945","68","2.29","16.67","9.91","23.6","58","3"
"117946","69","2.39","16.67","10.52","23.7","68","3"
"117947","72","2.43","15.38","10.45","23.5","69","3"
"117948","73","2.19","15.38","9.61","23.5","72","3"
"117949","66","2.28","16.67","10.33","23.5","73","3"
"117950","69","2.73","15.38","11.35","23.5","66","3"
"117951","68","2.55","15.38","11.2","23.5","69","3"
"117952","69","3.09","15.38","11.76","23.5","68","3"
"117953","68","2.53","15.38","11.42","23.5","69","3"
"117954","76","2.67","15.38","11.24","23.5","68","3"
"117955","62","2.61","15.38","11.27","23.5","76","3"
"117956","66","3.19","15.38","12.14","23.4","62","3"
"117957","76","2.83","15.38","12.03","23.3","66","3"
"117958","79","3.04","15.38","11.98","23.4","76","3"
"117959","71","2.74","14.29","11.81","23.3","79","3"
"117960","75","2.91","15.38","12.1","23.3","71","3"
"117961","73","2.72","15.38","11.73","23.2","75","3"
"117962","73","2.74","14.29","11.71","23.2","73","3"
"117963","66","2.34","14.29","10.99","23.2","73","3"
"117964","69","2.37","14.29","10.65","23.2","66","3"
"117965","65","2.11","14.29","10.57","23.2","69","3"
"117966","65","2.22","13.33","11.2","23.2","65","3"
"117967","71","2.12","14.29","10.78","23.2","65","3"
"117968","72","2.08","14.29","10.63","23.2","71","3"
"117969","68","2.47","14.29","11.37","23.2","72","3"
"117970","71","2.17","15.38","11.16","23.2","68","3"
"117971","65","2.31","15.38","11.37","23.2","71","3"
"117972","59","2.0","13.33","10.45","23.2","65","3"
"117973","66","1.89","14.29","10.38","23.2","59","3"
"117974","61","1.8","13.33","10.18","23.2","66","3"
"117975","62","1.83","15.38","10.36","23.2","61","3"
"117976","61","1.8","15.38","10.11","23.2","62","3"
"117977","73","1.87","13.33","10.51","23.2","61","3"
"117978","68","1.79","15.38","10.24","23.3","73","3"
"117979","61","1.87","14.29","10.36","23.4","68","3"
"117980","65","1.69","14.29","9.97","23.4","61","3"
"117981","66","1.73","15.38","10.41","23.5","65","3"
"117982","72","1.66","15.38","10.45","23.5","66","3"
"117983","68","1.79","15.38","10.71","23.6","72","3"
"117984","69","1.62","14.29","10.01","23.7","68","3"
"117985","64","1.61","14.29","10.36","23.7","69","3"
"117986","59","1.73","14.29","10.35","23.8","64","3"
"117987","76","1.68","12.5","10.18","23.9","59","3"
"117988","68","1.56","13.33","9.87","24.0","76","3"
"117989","54","1.54","14.29","9.72","24.0","68","3"
"117990","61","1.65","12.5","9.9","24.0","54","3"
"117991","58","1.49","15.38","9.24","24.1","61","3"
"117992","69","1.53","12.5","9.7","24.0","58","3"
"117993","65","1.43","12.5","9.45","24.0","69","3"
"117994","59","1.35","14.29","9.16","23.9","65","3"
"117995","73","1.48","14.29","9.76","23.8","59","3"
"117996","78","1.53","13.33","10.07","23.7","73","3"
"117997","73","1.47","14.29","9.55","23.6","78","3"
"117998","73","1.54","14.29","9.93","23.5","73","3"
"117999","66","1.54","14.29","10.15","23.6","73","3"
"118000","64","1.38","14.29","9.54","23.5","66","3"
"118001","62","1.45","13.33","9.95","23.6","64","3"
"118002","82","1.49","13.33","10.06","23.6","62","3"
"118003","75","1.4","13.33","8.76","23.6","82","3"
"118004","65","1.24","13.33","8.4","23.6","75","3"
"118005","66","1.35","13.33","8.79","23.6","65","3"
"118006","66","1.32","14.29","8.78","23.6","66","3"
"118007","64","1.25","12.5","8.17","23.6","66","3"
"118008","66","1.17","13.33","7.72","23.6","64","3"
"118009","68","1.18","14.29","7.49","23.6","66","3"
"118010","57","1.19","12.5","7.14","23.5","68","3"
"118011","62","1.25","13.33","7.52","23.5","57","3"
"118012","57","1.18","13.33","6.96","23.6","62","3"
"118013","65","1.17","13.33","7.12","23.6","57","3"
"118014","75","1.11","13.33","7.14","23.6","65","3"
"118015","64","1.08","11.76","7.01","23.6","75","3"
"118016","65","1.15","13.33","7.38","23.6","64","3"
"118017","61","1.03","12.5","7.46","23.6","65","3"
"118018","62","1.06","12.5","7.73","23.6","61","3"
"118019","69","1.09","12.5","7.77","23.6","62","3"
"118020","66","1.09","13.33","7.6","23.6","69","3"
"118021","58","1.08","13.33","7.85","23.6","66","3"
"118022","68","1.1","11.76","8.43","23.6","58","3"
"118023","66","1.05","12.5","8.2","23.6","68","3"
"118024","73","1.14","12.5","8.65","23.6","66","3"
"118025","61","1.08","11.76","8.85","23.6","73","3"
"118026","59","1.02","12.5","8.35","23.7","61","3"
"118027","65","0.97","11.76","8.28","23.8","59","3"
"118028","69","0.93","11.76","8.17","23.8","65","3"
"118029","65","0.94","12.5","8.69","23.9","69","3"
"118030","72","0.95","12.5","8.32","24.0","65","3"
"118031","69","1.0","12.5","9.12","24.1","72","3"
"118032","57","0.98","11.76","9.0","24.1","69","3"
"118033","62","0.99","12.5","9.14","24.1","57","3"
"118034","76","0.85","10.53","8.52","24.4","62","3"
"118035","76","0.87","11.11","7.73","24.4","76","3"
"118036","64","0.87","11.76","7.26","24.2","76","3"
"118037","61","0.91","11.76","7.32","24.1","64","3"
"118038","55","0.88","11.11","6.93","24.1","61","3"
"118039","72","0.83","11.76","6.08","24.2","55","3"
"118040","68","0.95","11.11","6.7","24.1","72","3"
"118041","59","0.9","11.11","6.54","24.1","68","3"
"118042","55","0.87","11.11","6.5","24.0","59","3"
"118043","65","0.9","11.76","6.85","24.1","55","3"
"118044","64","1.0","11.11","7.03","24.1","65","3"
"118045","71","0.86","11.11","6.48","24.3","64","3"
"118046","99","0.81","13.33","6.33","24.1","71","3"
"118047","100","0.85","13.33","6.71","24.0","99","3"
"118048","102","0.85","12.5","7.04","24.0","100","3"
"118049","100","0.85","12.5","6.78","23.9","102","3"
"118050","97","0.9","12.5","7.42","23.8","100","3"
"118051","106","0.95","12.5","7.47","23.8","97","3"
"118052","109","0.83","12.5","5.84","23.8","106","3"
"118053","99","0.9","12.5","6.42","23.8","109","3"
"118054","103","0.84","12.5","5.75","23.7","99","3"
"118055","85","0.83","12.5","5.58","23.8","103","3"
"118056","96","0.93","12.5","6.42","23.9","85","3"
"118057","90","0.91","11.76","6.22","23.9","96","3"
"118058","100","0.88","11.76","5.63","23.8","90","3"
"118059","103","0.86","11.76","5.71","23.8","100","3"
"118060","102","0.86","11.76","5.53","23.8","103","3"
"118061","110","0.88","11.76","5.63","23.8","102","3"
"118062","102","0.89","11.76","6.07","23.8","110","3"
"118063","100","0.87","11.76","6.16","23.7","102","3"
"118064","123","0.86","13.33","6.32","23.7","100","3"
"118065","102","0.94","11.11","6.7","23.7","123","3"
"118066","103","0.89","11.11","6.67","23.6","102","3"
"118067","103","0.91","11.11","7.08","23.6","103","3"
"118068","113","0.84","13.33","6.42","23.6","103","3"
"118069","102","0.91","11.11","7.24","23.6","113","3"
"118070","111","0.88","13.33","6.89","23.6","102","3"
"118071","107","0.97","12.5","8.11","23.6","111","3"
"118072","114","0.91","13.33","7.69","23.7","107","3"
"118073","114","0.87","13.33","7.13","23.7","114","3"
"118074","113","0.91","13.33","7.52","23.8","114","3"
"118075","116","0.92","12.5","7.19","23.8","113","3"
"118076","113","0.96","13.33","7.37","23.9","116","3"
"118077","110","0.96","12.5","7.36","23.9","113","3"
"118078","117","0.98","12.5","7.01","24.0","110","3"
"118079","117","0.85","12.5","6.46","24.0","117","3"
"118080","114","0.97","12.5","6.56","24.0","117","3"
"118081","118","1.0","12.5","6.76","24.0","114","3"
"118082","116","1.01","11.11","6.35","24.0","118","3"
"118083","125","1.08","11.11","6.57","24.1","116","3"
"118084","114","1.04","11.76","6.4","24.1","125","3"
"118085","110","1.0","11.76","6.02","24.1","114","3"
"118086","118","0.97","11.76","5.85","24.2","110","3"
"118087","99","0.93","11.76","5.25","24.1","118","3"
"118088","109","1.07","10.53","5.77","24.1","99","3"
"118089","110","0.96","10.53","5.2","24.1","109","3"
"118090","111","1.13","11.11","5.8","24.1","110","3"
"118091","116","1.15","10.53","5.8","24.1","111","3"
"118092","110","1.27","11.76","6.35","24.0","116","3"
"118093","106","1.17","11.76","5.7","24.0","110","3"
"118094","111","1.18","10.53","5.68","24.0","106","3"
"118095","113","1.17","10.53","5.76","23.9","111","3"
"118096","113","1.23","11.11","5.81","23.9","113","3"
"118097","114","1.25","10.53","5.77","23.8","113","3"
"118098","113","1.18","10.53","5.46","23.8","114","3"
"118099","121","1.22","9.88","5.41","23.5","113","3"
"118100","116","1.29","9.88","5.69","23.5","121","3"
"118101","110","1.17","9.88","5.23","23.6","116","3"
"118102","113","1.27","9.88","5.69","23.6","110","3"
"118103","110","1.17","9.88","5.39","23.6","113","3"
"118104","113","1.31","10.53","6.05","23.8","110","3"
"118105","121","1.19","9.88","5.56","23.6","113","3"
"118106","114","1.15","9.09","5.68","23.7","121","3"
"118107","111","1.2","9.88","6.15","23.6","114","3"
"118108","117","1.14","10.53","6.27","23.6","111","3"
"118109","118","1.28","9.88","6.95","23.6","117","3"
"118110","125","1.23","9.88","6.75","23.6","118","3"
"118111","120","1.21","10.53","6.77","23.6","125","3"
"118112","124","1.18","10.53","6.69","23.6","120","3"
"118113","107","1.13","11.76","6.43","23.6","124","3"
"118114","120","1.17","10.53","6.52","23.6","107","3"
"118115","123","1.15","10.53","6.4","23.6","120","3"
"118116","110","1.18","12.5","6.59","23.6","123","3"
"118117","109","1.24","12.5","7.14","23.6","110","3"
"118118","110","1.1","12.5","6.87","23.7","109","3"
"118119","111","1.34","12.5","7.63","23.7","110","3"
"118120","109","1.28","12.5","7.63","23.8","111","3"
"118121","107","1.31","12.5","8.21","23.7","109","3"
"118122","107","1.34","13.33","8.73","23.8","107","3"
"118123","110","1.38","12.5","8.75","23.9","107","3"
"118124","107","1.25","12.5","8.63","23.9","110","3"
"118125","107","1.2","12.5","8.6","23.9","107","3"
"118126","107","1.35","13.33","9.29","23.9","107","3"
"118127","109","1.32","13.33","8.33","24.0","107","3"
"118128","109","1.31","12.5","7.62","24.0","109","3"
"118129","109","1.44","13.33","7.98","24.0","109","3"
"118130","110","1.66","12.5","8.15","24.0","109","3"
"118131","110","1.55","12.5","7.42","24.0","110","3"
"118132","104","1.53","13.33","6.75","24.0","110","3"
"118133","106","1.59","12.5","7.18","24.0","104","3"
"118134","106","1.61","12.5","6.74","24.0","106","3"
"118135","113","1.58","11.76","6.98","23.9","106","3"
"118136","109","1.48","11.76","6.42","23.9","113","3"
"118137","114","1.41","12.5","6.52","23.9","109","3"
"118138","106","1.4","11.76","6.83","23.9","114","3"
"118139","114","1.47","12.5","6.94","23.8","106","3"
"118140","111","1.47","11.11","7.38","23.6","114","3"
"118141","109","1.42","12.5","7.1","23.6","111","3"
"118142","113","1.4","11.11","7.23","23.6","109","3"
"118143","104","1.45","13.33","7.31","23.6","113","3"
"118144","116","1.49","11.11","7.38","23.6","104","3"
"118145","110","1.34","11.11","6.88","23.6","116","3"
"118146","111","1.32","9.88","6.88","23.6","110","3"
"118147","111","1.28","9.88","6.96","23.7","111","3"
"118148","113","1.37","11.11","7.39","23.6","111","3"
"118149","103","1.51","13.33","7.9","23.6","113","3"
